1.96E-10,11.293
1.93E-10,10.779
1.81E-10,9.782
1.69E-10,8.836
1.57E-10,7.758
1.47E-10,6.768
1.35E-10,5.714
1.25E-10,4.805
1.07E-10,3.789
8.78E-11,2.833
6.04E-11,1.853
3.30E-11,0.928
2.96E-11,0.819
2.78E-11,0.716
2.45E-11,0.564
2.03E-11,0.446
1.72E-11,0.237
1.43E-11,0.082
1.20E-11,-0.013
9.37E-12,-0.117
7.31E-12,-0.193
5.60E-12,-0.266
4.35E-12,-0.306
3.41E-12,-0.354
2.59E-12,-0.398
1.77E-12,-0.452
1.06E-12,-0.508
6.42E-13,-0.561
3.48E-13,-0.606
8.08E-14,-0.646
-7.92E-14,-0.69
-2.00E-13,-0.774
-2.74E-13,-0.859
-3.29E-13,-0.932
-3.48E-13,-0.999
-3.77E-13,-1.061
