8.86E-11,29.901
8.76E-11,28.812
8.37E-11,26.908
8.20E-11,24.863
7.78E-11,22.743
7.51E-11,20.767
7.05E-11,18.821
6.67E-11,16.878
6.28E-11,14.894
5.77E-11,12.933
5.12E-11,10.903
4.59E-11,8.909
3.98E-11,6.959
3.47E-11,4.942
2.65E-11,2.954
1.98E-11,1.881
1.12E-11,0.908
9.25E-12,0.645
8.44E-12,0.541
7.79E-12,0.409
6.49E-12,0.249
5.37E-12,0.138
4.66E-12,0.053
4.13E-12,-0.097
3.28E-12,-0.272
2.48E-12,-0.37
2.01E-12,-0.437
1.25E-12,-0.623
6.57E-13,-0.717
2.05E-13,-0.824
-2.77E-14,-0.925
-9.50E-14,-1.03
