0.16,1.266,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #12,Run #12,Run #13,Run #13,Run #13,Run #13,Run #13,Run #14,Run #14,Run #14,Run #14,Run #14,Run #15,Run #15,Run #15,Run #15,Run #15,Run #16,Run #16,Run #16,Run #16,Run #16,Run #17,Run #17,Run #17,Run #17,Run #17,Run #18,Run #18,Run #18,Run #18,Run #18,,,,
0.17,0.8546,Amplitude (cm),Time Delay (s),?? (1/s),Peak to Peak Amplitude (cm),Net Amplitude (cm),Time of Peak 40% (s),Peak Height 40% (cm),ln(Peak Height 40%) (cm),Time of Undamped Peak (s),Undamped Peak Height (cm),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),,,,
3.85,4.6501,,,,,,,,,,,3.67,2.3237,30.36,-124.02,-0.003,3.67,0.4588,-11.1,4.17,0.002,0.734,,,,0.003,0.734,,,,-0.005,0.734,,,,-0.002,0.734,,,,0.007,0.734,,,,0.007,0.734,,,,0.002,0.734,,,,0.009,0.734,,,,0.01,0.734,,,,0.002,0.734,,,,5.425,0.734,,,,0.005,0.734,,,,0.005,0.734,,,,0.002,0.734,,,,0.007,0.734,,,,5.425,,,,
3.86,4.6005,,,,,,,,,,,3.68,2.6198,27.59,-181.25,0.002,3.68,0.3383,-12.04,-51.26,-0.003,0.736,,,,0.002,0.736,,,,-0.001,0.736,,,,-0.004,0.736,,,,0.009,0.736,,,,0.002,0.736,,,,6.20E-04,0.736,,,,0.003,0.736,,,,0.004,0.736,,,,-0.003,0.736,,,,5.431,0.736,,,,0.01,0.736,,,,0.002,0.736,,,,0.003,0.736,,,,0.01,0.736,,,,5.433,,,,
3.87,4.5378,,,,,,,,,,,3.69,2.8756,26.74,-75.93,-0.003,3.69,0.2179,-12.13,43.02,8.58E-04,0.738,,,,-0.003,0.738,,,,0.002,0.738,,,,0.002,0.738,,,,0.003,0.738,,,,0.002,0.738,,,,-0.006,0.738,,,,0.002,0.738,,,,0.002,0.738,,,,-0.004,0.738,,,,5.434,0.738,,,,0.003,0.738,,,,0.002,0.738,,,,0.005,0.738,,,,0.003,0.738,,,,5.434,,,,
3.88,4.4174,,,,,,,,,,,3.7,3.1545,26.08,-166.79,5.88E-04,3.7,0.0958,-11.18,51.2,2.99E-04,0.74,-2.4379,-14.81,731.93,-0.004,0.74,1.1369,-0.78,-47.22,0.003,0.74,-0.1408,2.5,-12.19,0.002,0.74,0.972,9.46,-51.38,0.002,0.74,2.0296,0,-43,-0.003,0.74,-0.6176,-2.66,90.01,5.84E-04,0.74,0.104,16.41,4.05,-3.81E-04,0.74,0.2097,-15.29,501.84,-5.88E-04,0.74,0.7824,-8.44,244.56,0.002,0.74,-0.508,-10.48,184.13,5.434,0.74,0.5914,-6.96,-8.31,0.002,0.74,3.1358,-5.16,-47.49,-0.006,0.74,-2.4004,-10.55,168.33,0.011,0.74,3.2842,-12.81,-176.71,0.002,0.74,-0.1188,-2.58,47.07,5.435,,,,
3.89,4.2969,,,,,,,,,,,3.71,3.3971,23.4,-224.48,0.001,3.71,-0.0058,-11.1,-47.06,-0.003,0.742,,,,0.002,0.742,,,,0.009,0.742,,,,0.007,0.742,,,,-0.001,0.742,,,,-0.004,0.742,,,,0.003,0.742,,,,-0.006,0.742,,,,-0.006,0.742,,,,0.003,0.742,,,,5.441,0.742,,,,0.001,0.742,,,,-0.002,0.742,,,,0.003,0.742,,,,-8.94E-04,0.742,,,,3.949,,,,
3.9,4.1805,,,,,,,,,,,3.72,3.6226,21.59,-128.7,-0.003,3.72,-0.1262,-12.13,-4.09,0.002,0.744,,,,0.003,0.744,,,,0.008,0.744,,,,0.01,0.744,,,,-0.005,0.744,,,,0.002,0.744,,,,0.004,0.744,,,,9.74E-04,0.744,,,,0.001,0.744,,,,0.006,0.744,,,,5.439,0.744,,,,-0.006,0.744,,,,0.003,0.744,,,,0.002,0.744,,,,-0.006,0.744,,,,0.005,,,,
3.91,4.0257,,,,,,,,,,,3.73,3.8288,20.83,-118.75,0.002,3.73,-0.2483,-11.18,47.09,-0.003,0.746,,,,0.006,0.746,,,,0.003,0.746,,,,0.003,0.746,,,,0.001,0.746,,,,0.002,0.746,,,,0.01,0.746,,,,0.003,0.746,,,,0.003,0.746,,,,0.01,0.746,,,,5.434,0.746,,,,-7.47E-04,0.746,,,,0.002,0.746,,,,9.38E-04,0.746,,,,1.69E-04,0.746,,,,0.002,,,,
3.92,3.8788,,,,,,,,,,,3.74,4.0391,19.21,-159.05,-0.003,3.74,-0.3499,-11.18,-4.01,9.30E-04,0.748,,,,0.01,0.748,,,,0.003,0.748,,,,0.003,0.748,,,,0.002,0.748,,,,0.006,0.748,,,,0.005,0.748,,,,0.004,0.748,,,,0.004,0.748,,,,0.003,0.748,,,,5.434,0.748,,,,0.002,0.748,,,,0.008,0.748,,,,-0.006,0.748,,,,0.002,0.748,,,,0.002,,,,
3.93,3.6411,,,,,,,,,,,3.75,4.2131,17.65,-682.45,5.07E-04,3.75,-0.472,-11.26,43.01,3.47E-04,0.75,-2.4578,-22.41,-983.9,0.003,0.75,1.1197,-1.8,-4.22,-0.003,0.75,-0.1065,3.28,108.59,-6.49E-04,0.75,1.0563,9.37,47.22,0.004,0.75,2.0296,0.09,-34.34,0.01,0.75,-0.6348,-1.72,43.01,0.003,0.75,0.2792,15.47,-51.2,0.01,0.75,0.1835,-7.41,201.11,0.011,0.75,0.6997,-10.32,-102.69,0.003,0.75,-0.594,-8.52,55.06,5.427,0.75,0.521,-6.1,86.04,0.002,0.75,3.0842,-5.16,-1.39E-11,0.008,0.75,-2.488,-7.89,218.92,-7.96E-04,0.75,3.1257,-13.59,-129.12,0.004,0.75,-0.1344,-2.58,-4.06,-0.006,,,,
3.94,3.5458,,,,,,,,,,,3.76,4.3921,5.56,-841.93,0.001,3.76,-0.5752,-10.32,43.07,-0.003,0.752,,,,0.002,0.752,,,,-0.004,0.752,,,,-0.005,0.752,,,,0.01,0.752,,,,0.003,0.752,,,,0.002,0.752,,,,0.004,0.752,,,,0.005,0.752,,,,4.86E-04,0.752,,,,4.423,0.752,,,,0.01,0.752,,,,0.003,0.752,,,,0.002,0.752,,,,0.01,0.752,,,,-0.002,,,,
3.95,3.3836,,,,,,,,,,,3.77,4.3243,0.81,194.79,-0.003,3.77,-0.6784,-10.4,43.01,0.002,0.754,,,,-6.13E-04,0.754,,,,0.002,0.754,,,,0.001,0.754,,,,0.004,0.754,,,,0.002,0.754,,,,-0.005,0.754,,,,0.002,0.754,,,,0.002,0.754,,,,-0.006,0.754,,,,0.003,0.754,,,,0.006,0.754,,,,0.002,0.754,,,,0.003,0.754,,,,0.005,0.754,,,,0.002,,,,
3.96,3.1254,,,,,,,,,,,3.78,4.4082,9.46,447.69,0.002,3.78,-0.7832,-9.46,47.02,-0.003,0.756,,,,-0.006,0.756,,,,0.003,0.756,,,,0.003,0.756,,,,0.003,0.756,,,,-8.45E-04,0.756,,,,-0.002,0.756,,,,0.001,0.756,,,,0.002,0.756,,,,6.45E-04,0.756,,,,0.002,0.756,,,,0.002,0.756,,,,-0.002,0.756,,,,0.01,0.756,,,,0.002,0.756,,,,0.003,,,,
3.97,2.8692,,,,,,,,,,,3.79,4.5134,9.76,-108.59,-0.003,3.79,-0.8677,-9.46,-3.95,8.11E-04,0.758,,,,0.001,0.758,,,,0.006,0.758,,,,0.005,0.758,,,,9.62E-04,0.758,,,,-0.005,0.758,,,,0.003,0.758,,,,-0.005,0.758,,,,-0.004,0.758,,,,0.003,0.758,,,,0.007,0.758,,,,0.002,0.758,,,,-0.005,0.758,,,,0.006,0.758,,,,0.002,0.758,,,,0.009,,,,
3.98,2.5938,,,,,,,,,,,3.8,4.6035,7.29,-305.95,4.74E-04,3.8,-0.9725,-9.54,39.07,3.52E-04,0.76,-2.886,-34.49,551.08,0.003,0.76,1.1008,-0.86,51.43,0.01,0.76,-0.0753,4.67,384.82,0.011,0.76,1.1595,10.4,8.44,-0.005,0.76,2.0313,-0.69,-129.01,9.38E-04,0.76,-0.652,-1.8,39.01,0.002,0.76,0.4135,15.39,51.32,-0.001,0.76,0.0614,-11.27,-149.52,-0.003,0.76,0.5759,-10.49,86.02,0.003,0.76,-0.6784,-9.38,-97.98,0.01,0.76,0.4694,-5.24,86.04,-0.005,0.76,3.0325,-5.16,4.45,0.002,0.76,-2.5583,-6.17,172.09,0.002,0.76,3.0124,-15.4,-142.47,-0.006,0.76,-0.1704,-2.66,43,0.007,,,,
3.99,2.3222,,,,,,,,,,,3.81,4.6592,3.64,-268.09,0.001,3.81,-1.0585,-8.68,86.06,-0.003,0.762,,,,0.004,0.762,,,,0.003,0.762,,,,0.005,0.762,,,,-7.59E-04,0.762,,,,0.003,0.762,,,,0.009,0.762,,,,0.003,0.762,,,,0.002,0.762,,,,0.01,0.762,,,,0.003,0.762,,,,-0.004,0.762,,,,0.002,0.762,,,,0.002,0.762,,,,-0.002,0.762,,,,0.003,,,,
4,2.0123,,,,,,,,,,,3.82,4.6764,1.92,-166.87,-0.003,3.82,-1.1461,-7.82,86.06,0.002,0.764,,,,0.011,0.764,,,,0.002,0.764,,,,0.002,0.764,,,,0.002,0.764,,,,0.004,0.764,,,,0.008,0.764,,,,0.002,0.764,,,,0.003,0.764,,,,0.005,0.764,,,,0.002,0.764,,,,0.002,0.764,,,,0.006,0.764,,,,-0.004,0.764,,,,0.002,0.764,,,,0.002,,,,
4.01,1.7043,,,,,,,,,,,3.83,4.6976,0.31,-215.01,0.002,3.83,-1.2149,-6.96,86.05,-0.003,0.766,,,,0.004,0.766,,,,2.66E-04,0.766,,,,0.002,0.766,,,,0.003,0.766,,,,0.011,0.766,,,,0.002,0.766,,,,0.009,0.766,,,,0.008,0.766,,,,0.002,0.766,,,,-8.57E-04,0.766,,,,0.002,0.766,,,,0.01,0.766,,,,-0.003,0.766,,,,0.002,0.766,,,,-0.004,,,,
4.02,1.3772,,,,,,,,,,,3.84,4.6825,-2.38,-220.14,-0.003,3.84,-1.2853,-6.1,89.95,7.91E-04,0.768,,,,0.002,0.768,,,,-0.005,0.768,,,,-0.005,0.768,,,,0.01,0.768,,,,0.006,0.768,,,,0.002,0.768,,,,0.007,0.768,,,,0.008,0.768,,,,0.002,0.768,,,,-0.005,0.768,,,,0.007,0.768,,,,0.003,0.768,,,,0.002,0.768,,,,0.009,0.768,,,,-0.004,,,,
4.03,1.052,,,,,,,,,,,3.85,4.6501,-4.1,-161.9,5.58E-04,3.85,-1.3369,-5.16,46.93,2.97E-04,0.77,-3.1476,-11.38,724.61,0.002,0.77,1.1025,-0.78,-43,7.79E-04,0.77,-0.013,10.97,-32.99,-0.001,0.77,1.2643,9.54,-94.44,0.007,0.77,2.0159,-2.49,-137.68,0.002,0.77,-0.6708,-0.94,93.99,-0.002,0.77,0.5871,16.5,-43.06,0.002,0.77,-0.0418,-10.4,86.08,0.002,0.77,0.4899,-8.6,98.48,-0.005,0.77,-0.7816,-10.48,31.09,0.001,0.77,0.4161,-4.38,90.15,0.009,0.77,2.9809,-5.07,-38.57,0.002,0.77,-2.6114,-4.45,172.06,0.003,0.77,2.8178,-16.44,4.32,0.007,0.77,-0.1876,-1.72,47.06,0.002,,,,
4.04,0.7058,,,,,,,,,,,3.86,4.6005,-5.61,-253.05,0.001,3.86,-1.3885,-5.16,-3.89,-0.003,0.772,,,,-0.005,0.772,,,,0.003,0.772,,,,0.003,0.772,,,,0.002,0.772,,,,0.002,0.772,,,,-0.004,0.772,,,,0.002,0.772,,,,0.002,0.772,,,,-0.002,0.772,,,,0.002,0.772,,,,0.003,0.772,,,,4.74E-04,0.772,,,,0.008,0.772,,,,0.002,0.772,,,,0.003,,,,
4.05,0.3805,,,,,,,,,,,3.87,4.5378,-9.16,-321.49,-0.003,3.87,-1.4401,-5.24,39.12,0.002,0.774,,,,-7.35E-04,0.774,,,,0.004,0.774,,,,0.003,0.774,,,,0.002,0.774,,,,-0.006,0.774,,,,0.002,0.774,,,,-0.003,0.774,,,,-0.002,0.774,,,,0.002,0.774,,,,0.004,0.774,,,,0.002,0.774,,,,-0.006,0.774,,,,0.009,0.774,,,,0.002,0.774,,,,0.007,,,,
4.06,0.0361,,,,,,,,,,,3.88,4.4174,-12.04,-134.24,0.002,3.88,-1.4933,-4.38,89.91,-0.003,0.776,,,,0.003,0.776,,,,0.01,0.776,,,,0.01,0.776,,,,-0.003,0.776,,,,-0.002,0.776,,,,0.003,0.776,,,,-0.004,0.776,,,,-0.004,0.776,,,,0.002,0.776,,,,0.01,0.776,,,,-0.002,0.776,,,,8.30E-05,0.776,,,,0.002,0.776,,,,-0.004,0.776,,,,0.009,,,,
4.07,-0.3082,,,,,,,,,,,3.89,4.2969,-11.84,-75.99,-0.003,3.89,-1.5277,-3.44,43.02,8.83E-04,0.778,,,,0.003,0.778,,,,0.005,0.778,,,,0.007,0.778,,,,-0.003,0.778,,,,0.002,0.778,,,,0.006,0.778,,,,0.002,0.778,,,,0.002,0.778,,,,0.009,0.778,,,,0.004,0.778,,,,-0.006,0.778,,,,0.002,0.778,,,,0.002,0.778,,,,-0.004,0.778,,,,0.003,,,,
4.08,-0.6543,,,,,,,,,,,3.9,4.1805,-13.56,-162.21,5.42E-04,3.9,-1.5621,-3.52,35.25,2.60E-04,0.78,-3.1137,-20,-299.1,0.01,0.78,1.0853,-1.72,-43.01,0.002,0.78,0.1442,4.01,-702.23,0.003,0.78,1.3503,8.51,-4.22,0.002,0.78,1.9815,-3.44,-34.38,0.003,0.78,-0.6708,0.08,4,0.01,0.78,0.7435,14.53,-55.45,0.003,0.78,-0.1467,-9.54,86.07,0.002,0.78,0.4039,-8.52,-43.01,0.008,0.78,-0.8881,-8.76,180.02,0.002,0.78,0.3817,-3.44,47.14,8.28E-04,0.78,2.9311,-5.93,-90.48,0.004,0.78,-2.6473,-2.73,172.04,-0.002,0.78,2.6837,-15.31,-34.19,0.002,0.78,-0.2048,-1.72,-1.39E-11,0.002,,,,
4.09,-0.9797,,,,,,,,,,,3.91,4.0257,-15.09,-283.13,0.001,3.91,-1.598,-2.74,129.02,-0.003,0.782,,,,0.008,0.782,,,,0.002,0.782,,,,0.002,0.782,,,,0.002,0.782,,,,0.009,0.782,,,,0.003,0.782,,,,0.006,0.782,,,,0.006,0.782,,,,0.003,0.782,,,,0.001,0.782,,,,0.002,0.782,,,,0.01,0.782,,,,-0.005,0.782,,,,0.002,0.782,,,,-6.86E-04,,,,
4.1,-1.3258,,,,,,,,,,,3.92,3.8788,-19.23,-78.06,-0.003,3.92,-1.6168,-0.94,136.77,0.002,0.784,,,,0.002,0.784,,,,-0.005,0.784,,,,-0.003,0.784,,,,0.007,0.784,,,,0.007,0.784,,,,0.002,0.784,,,,0.009,0.784,,,,0.009,0.784,,,,0.002,0.784,,,,-0.006,0.784,,,,0.005,0.784,,,,0.005,0.784,,,,0.001,0.784,,,,0.007,0.784,,,,-0.006,,,,
4.11,-1.6529,,,,,,,,,,,3.93,3.6411,-16.65,317.57,0.002,3.93,-1.6168,0,43,-0.003,0.786,,,,0.002,0.786,,,,-0.001,0.786,,,,-0.004,0.786,,,,0.009,0.786,,,,0.002,0.786,,,,-3.08E-04,0.786,,,,0.003,0.786,,,,0.003,0.786,,,,-0.002,0.786,,,,-9.79E-04,0.786,,,,0.01,0.786,,,,0.002,0.786,,,,0.002,0.786,,,,0.01,0.786,,,,0.001,,,,
4.12,-1.9817,,,,,,,,,,,3.94,3.5458,-12.88,-218.6,-0.003,3.94,-1.6168,-0.08,39.12,8.66E-04,0.788,,,,-0.003,0.788,,,,0.003,0.788,,,,0.002,0.788,,,,0.003,0.788,,,,0.002,0.788,,,,-0.005,0.788,,,,0.002,0.788,,,,0.002,0.788,,,,-0.005,0.788,,,,0.002,0.788,,,,0.004,0.788,,,,0.002,0.788,,,,0.005,0.788,,,,0.003,0.788,,,,0.002,,,,
4.13,-2.2916,,,,,,,,,,,3.95,3.3836,-21.02,-642.32,5.41E-04,3.95,-1.6184,0.78,85.99,4.14E-04,0.79,-3.5476,-17.37,218.83,-0.004,0.79,1.0681,-1.64,-17.76,0.003,0.79,0.0672,-3.07,-67.44,0.003,0.79,1.4346,9.46,55.78,0.003,0.79,1.9471,-3.18,-124.71,-0.003,0.79,-0.6692,-0.86,-50.99,7.67E-04,0.79,0.8776,15.39,90.11,-5.40E-04,0.79,-0.2327,-8.68,86.06,1.81E-04,0.79,0.3195,-9.46,-51.25,0.002,0.79,-0.9569,-6.88,129.48,0.002,0.79,0.3473,-3.44,-4.11,0.002,0.79,2.8623,-6.88,-43.04,-0.005,0.79,-2.666,-1.01,172.01,0.01,0.79,2.5116,-17.12,-133.58,0.002,0.79,-0.222,-1.72,-1.39E-11,0.004,,,,
4.14,-2.6014,,,,,,,,,,,3.96,3.1254,-25.72,-278.15,0.001,3.96,-1.6012,1.64,85.99,-0.003,0.792,,,,0.002,0.792,,,,0.009,0.792,,,,0.007,0.792,,,,-0.001,0.792,,,,-0.004,0.792,,,,0.002,0.792,,,,-0.005,0.792,,,,-0.006,0.792,,,,0.002,0.792,,,,0.01,0.792,,,,9.62E-04,0.792,,,,-0.002,0.792,,,,0.004,0.792,,,,-4.30E-04,0.792,,,,0.01,,,,
4.15,-2.913,,,,,,,,,,,3.97,2.8692,-26.58,-81.39,-0.003,3.97,-1.5855,2.5,89.87,0.002,0.794,,,,0.003,0.794,,,,0.008,0.794,,,,0.01,0.794,,,,-0.005,0.794,,,,0.002,0.794,,,,0.004,0.794,,,,9.74E-04,0.794,,,,0.001,0.794,,,,0.006,0.794,,,,0.007,0.794,,,,-0.006,0.794,,,,0.003,0.794,,,,0.002,0.794,,,,-0.006,0.794,,,,0.005,,,,
4.16,-3.2073,,,,,,,,,,,3.98,2.5938,-27.35,-124.47,0.002,3.98,-1.5511,3.44,46.87,-0.003,0.796,,,,0.006,0.796,,,,0.003,0.796,,,,0.003,0.796,,,,0.001,0.796,,,,0.003,0.796,,,,0.01,0.796,,,,0.002,0.796,,,,0.002,0.796,,,,0.01,0.796,,,,0.002,0.796,,,,-7.10E-04,0.796,,,,0.002,0.796,,,,2.78E-04,0.796,,,,1.32E-04,0.796,,,,0.002,,,,
4.17,-3.4827,,,,,,,,,,,3.99,2.3222,-29.07,-177.18,-0.003,3.99,-1.5167,3.44,-7.79,9.36E-04,0.798,,,,0.01,0.798,,,,0.003,0.798,,,,0.002,0.798,,,,0.003,0.798,,,,0.006,0.798,,,,0.005,0.798,,,,0.004,0.798,,,,0.004,0.798,,,,0.003,0.798,,,,0.002,0.798,,,,0.002,0.798,,,,0.009,0.798,,,,-0.006,0.798,,,,0.002,0.798,,,,0.002,,,,
4.18,-3.7597,,,,,,,,,,,4,2.0123,-30.89,-134.11,5.01E-04,4,-1.4823,3.28,82.09,3.71E-04,0.8,-3.461,-15.62,128.99,0.003,0.8,1.0526,-2.08,-305.24,-0.002,0.8,0.0827,2.66,239.56,-3.20E-04,0.8,1.5395,9.63,-81.69,0.004,0.8,1.9178,-5.93,-189.33,0.009,0.8,-0.688,-0.94,43,0.002,0.8,1.0512,16.33,51.4,0.01,0.8,-0.3203,-7.82,94.1,0.01,0.8,0.2146,-9.54,43.01,0.002,0.8,-1.0257,-6.17,-383.16,-0.004,0.8,0.3129,-3.52,38.89,0.002,0.8,2.7935,-6.79,-38.6,0.008,0.8,-2.6675,0.71,171.98,-1.61E-04,0.8,2.3412,-17.98,-47.18,0.004,0.8,-0.2392,-1.72,-4.04,-0.006,,,,
4.19,-4.0211,,,,,,,,,,,4.01,1.7043,-31.75,-86.24,0.001,4.01,-1.451,5.08,140.66,-0.003,0.802,,,,0.002,0.802,,,,-0.004,0.802,,,,-0.006,0.802,,,,0.01,0.802,,,,0.003,0.802,,,,0.002,0.802,,,,0.004,0.802,,,,0.005,0.802,,,,9.52E-05,0.802,,,,-0.004,0.802,,,,0.01,0.802,,,,0.002,0.802,,,,0.002,0.802,,,,0.01,0.802,,,,-0.001,,,,
4.2,-4.2449,,,,,,,,,,,4.02,1.3772,-32.62,-90.85,-0.003,4.02,-1.3807,6.1,-0.03,0.002,0.804,,,,-2.59E-04,0.804,,,,0.002,0.804,,,,0.002,0.804,,,,0.005,0.804,,,,0.002,0.804,,,,-0.005,0.804,,,,0.003,0.804,,,,0.002,0.804,,,,-0.006,0.804,,,,0.002,0.804,,,,0.006,0.804,,,,0.002,0.804,,,,0.003,0.804,,,,0.004,0.804,,,,0.002,,,,
4.21,-4.4702,,,,,,,,,,,4.03,1.052,-33.57,-47.77,0.002,4.03,-1.3291,5.08,-7.82,-0.003,0.806,,,,-0.006,0.806,,,,0.003,0.806,,,,0.002,0.806,,,,0.002,0.806,,,,-7.57E-05,0.806,,,,-0.002,0.806,,,,0.001,0.806,,,,0.002,0.806,,,,-2.22E-04,0.806,,,,0.003,0.806,,,,0.002,0.806,,,,-0.003,0.806,,,,0.01,0.806,,,,0.002,0.806,,,,0.002,,,,
4.22,-4.6799,,,,,,,,,,,4.04,0.7058,-33.57,4.52,-0.003,4.04,-1.2791,5.94,85.95,0.001,0.808,,,,0.001,0.808,,,,0.007,0.808,,,,0.004,0.808,,,,0.001,0.808,,,,-0.005,0.808,,,,0.002,0.808,,,,-0.006,0.808,,,,-0.004,0.808,,,,0.002,0.808,,,,0.008,0.808,,,,0.002,0.808,,,,-0.005,0.808,,,,0.006,0.808,,,,0.002,0.808,,,,0.009,,,,
4.23,-4.852,,,,,,,,,,,4.05,0.3805,-33.48,-43.04,5.15E-04,4.05,-1.2103,6.8,89.89,1.99E-04,0.81,-3.86,-14.79,777.78,0.002,0.81,1.0266,-7.74,-316.87,0.01,0.81,0.1204,1.72,-59.38,0.01,0.81,1.6271,7.82,-141.79,-0.005,0.81,1.8284,-6.97,-4.32,0.001,0.81,-0.688,0,43,0.002,0.81,1.2043,16.42,-85.61,-0.002,0.81,-0.3892,-6.8,0.04,-0.002,0.81,0.1286,-8.6,47.13,0.004,0.81,-1.0803,-14.54,-504.99,0.008,0.81,0.2768,-2.66,90.13,-0.004,0.81,2.7264,-7.65,-86.06,0.002,0.81,-2.6518,2.43,171.96,0.002,0.81,2.1519,-18.06,-473.37,-0.006,0.81,-0.2564,-1.8,38.96,0.007,,,,
4.24,-5.0272,,,,,,,,,,,4.06,0.0361,-34.43,-52.08,0.001,4.06,-1.1431,7.74,46.91,-0.003,0.812,,,,0.004,0.812,,,,0.003,0.812,,,,0.005,0.812,,,,-9.42E-04,0.812,,,,0.002,0.812,,,,0.009,0.812,,,,0.002,0.812,,,,0.002,0.812,,,,0.01,0.812,,,,0.003,0.812,,,,-0.004,0.812,,,,0.002,0.812,,,,0.002,0.812,,,,-0.002,0.812,,,,0.002,,,,
4.25,-5.1664,,,,,,,,,,,4.07,-0.3082,-34.52,43.04,-0.003,4.07,-1.0555,7.74,-7.93,0.002,0.814,,,,0.01,0.814,,,,0.003,0.814,,,,0.003,0.814,,,,0.002,0.814,,,,0.004,0.814,,,,0.007,0.814,,,,0.003,0.814,,,,0.003,0.814,,,,0.005,0.814,,,,0.003,0.814,,,,0.002,0.814,,,,0.005,0.814,,,,-0.005,0.814,,,,0.002,0.814,,,,0.002,,,,
4.26,-5.2884,,,,,,,,,,,4.08,-0.6543,-33.57,47.56,0.002,4.08,-0.9883,7.58,85.98,-0.003,0.816,,,,0.005,0.816,,,,2.42E-04,0.816,,,,0.002,0.816,,,,0.003,0.816,,,,0.009,0.816,,,,0.002,0.816,,,,0.01,0.816,,,,0.009,0.816,,,,0.003,0.816,,,,-0.001,0.816,,,,0.002,0.816,,,,0.01,0.816,,,,-0.003,0.816,,,,0.002,0.816,,,,-0.004,,,,
4.27,-5.3947,,,,,,,,,,,4.09,-0.9797,-33.57,-4.31,-0.003,4.09,-0.9039,9.46,93.87,9.55E-04,0.818,,,,0.003,0.818,,,,-0.005,0.818,,,,-0.005,0.818,,,,0.01,0.818,,,,0.004,0.818,,,,0.002,0.818,,,,0.007,0.818,,,,0.007,0.818,,,,0.002,0.818,,,,-0.006,0.818,,,,0.007,0.818,,,,0.003,0.818,,,,0.002,0.818,,,,0.009,0.818,,,,-0.004,,,,
4.28,-5.4635,,,,,,,,,,,4.1,-1.3258,-33.66,38.77,4.54E-04,4.1,-0.7992,9.46,-4,3.42E-05,0.82,-3.7567,-0.07,-350.3,0.002,0.82,0.8978,-8.41,339.85,0.001,0.82,0.1171,1.47,128.99,-0.001,0.82,1.6959,6.79,-4.27,0.007,0.82,1.7785,-6.02,47.33,0.002,0.82,-0.688,-0.08,35.01,-0.003,0.82,1.3796,14.62,421.44,0.002,0.82,-0.4564,-7.82,-8.04,0.002,0.82,0.0426,-8.6,-1.63E-11,-0.005,0.82,-1.3166,-16.27,363.66,0.001,0.82,0.2596,-1.72,47.12,0.009,0.82,2.6404,-8.51,-86.06,0.002,0.82,-2.6189,4.15,171.93,0.002,0.82,1.9799,-27.45,-555.57,0.007,0.82,-0.2752,-0.94,94.09,0.002,,,,
4.29,-5.5353,,,,,,,,,,,4.11,-1.6529,-32.8,86.25,0.001,4.11,-0.7148,9.38,42.99,-0.003,0.822,,,,-0.005,0.822,,,,0.003,0.822,,,,0.003,0.822,,,,0.003,0.822,,,,0.001,0.822,,,,-0.004,0.822,,,,0.003,0.822,,,,0.002,0.822,,,,-0.002,0.822,,,,0.002,0.822,,,,0.003,0.822,,,,-6.35E-05,0.822,,,,0.008,0.822,,,,0.002,0.822,,,,0.002,,,,
4.3,-5.5682,,,,,,,,,,,4.12,-1.9817,-31.93,90.43,-0.003,4.12,-0.6116,10.32,46.96,0.002,0.824,,,,-0.002,0.824,,,,0.004,0.824,,,,0.002,0.824,,,,0.002,0.824,,,,-0.005,0.824,,,,0.002,0.824,,,,-0.004,0.824,,,,-0.003,0.824,,,,0.003,0.824,,,,0.005,0.824,,,,0.002,0.824,,,,-0.006,0.824,,,,0.008,0.824,,,,0.002,0.824,,,,0.007,,,,
