0.40,-0.00090040
0.40,-0.00095670
0.40,-0.00094270
0.50,-0.00091880
0.50,-0.00094150
0.50,-0.00091560
0.60,-0.00095700
0.60,-0.00098180
0.60,-0.00089510
0.70,-0.00090150
0.80,-0.00086680
0.80,-0.00095130
0.90,-0.00090590
0.90,-0.00086230
1.00,-0.00088700
1.00,-0.00091040
1.10,-0.00089730
1.10,-0.00088380
1.10,-0.00094910
1.30,-0.00077310
1.40,-0.00086710
1.40,-0.00085180
1.50,-0.00088380
1.50,-0.00092370
1.60,-0.00097620
1.80,-0.00096090
2.00,-0.00089930
2.10,-0.00089950
2.10,-0.00084660
2.20,-0.00088200
2.30,-0.00085420
2.40,-0.00085460
2.50,-0.00071630
2.60,-0.00062900
2.80,-0.00063710
2.90,-0.00062390
2.90,-0.00064590
3.10,-0.00068180
3.20,-0.00067460
3.40,-0.00064450
3.50,-0.00057970
3.60,-0.00060670
3.70,-0.00056410
3.90,-0.00053610
4.00,-0.00058420
4.10,-0.00051160
4.30,-0.00047970
4.50,-0.00040000
4.60,-0.00043570
4.70,-0.00047380
4.80,-0.00050820
4.90,-0.00057260
5.10,-0.00049770
5.30,-0.00057860
5.40,-0.00053770
5.50,-0.00056810
5.60,-0.00056950
5.70,-0.00063090
5.80,-0.00060450
6.10,-0.00065230
6.40,-0.00063990
6.50,-0.00070370
6.60,-0.00068200
6.70,-0.00066480
7.00,-0.00064540
7.10,-0.00070640
7.30,-0.00070410
7.40,-0.00065490
7.40,-0.00066850
7.60,-0.00069820
7.80,-0.00069060
8.00,-0.00078050
8.20,-0.00069740
8.40,-0.00065890
8.50,-0.00073280
8.60,-0.00070750
8.80,-0.00072090
9.10,-0.00073820
9.30,-0.00068870
9.50,-0.00070390
9.70,-0.00074560
9.80,-0.00076700
9.90,-0.00077550
10.00,-0.00073290
10.10,-0.00062840
10.30,-0.00051160
10.40,-0.00057120
10.60,-0.00059690
10.70,-0.00056840
10.90,-0.00066810
11.00,-0.00065120
11.10,-0.00047730
11.20,-0.00024080
11.40,-0.00002747
11.50,0.00049210
11.60,0.00081970
11.90,0.00180000
11.90,0.00261800
12.10,0.00360400
12.20,0.00466600
12.40,0.00671400
12.50,0.00815600
12.80,0.01100000
12.90,0.01371000
13.00,0.01630000
13.10,0.01857000
13.20,0.02232000
13.30,0.02462000
13.40,0.02784000
13.60,0.03013000
13.70,0.03264000
13.80,0.03680000
14.00,0.03980000
14.10,0.04317000
14.30,0.04906000
14.30,0.05108000
14.60,0.05698000
14.80,0.06171000
14.90,0.06909000
15.10,0.07276000
15.20,0.07661000
15.40,0.08224000
15.50,0.08592000
15.90,0.09445000
16.10,0.10040000
16.20,0.10630000
16.30,0.11160000
16.40,0.11400000
16.60,0.11700000
16.80,0.12230000
16.90,0.12590000
17.00,0.12940000
17.20,0.13400000
17.40,0.13680000
17.60,0.14300000
17.60,0.14640000
17.70,0.14860000
17.70,0.15010000
17.90,0.15150000
18.00,0.15300000
18.00,0.15510000
18.20,0.15780000
18.40,0.15980000
18.50,0.16280000
18.60,0.16570000
18.80,0.17020000
19.00,0.17310000
19.10,0.17730000
19.30,0.17980000
19.50,0.18400000
19.60,0.18600000
19.80,0.18920000
19.90,0.19120000
20.10,0.19320000
20.30,0.19690000
20.40,0.19900000
20.50,0.20080000
20.70,0.20340000
20.80,0.20460000
20.90,0.20580000
21.10,0.20750000
21.20,0.20810000
21.30,0.20950000
21.40,0.21080000
21.50,0.21180000
21.70,0.21270000
21.90,0.21370000
22.10,0.21490000
22.20,0.21600000
22.30,0.21670000
22.50,0.21730000
22.60,0.21770000
22.90,0.21810000
23.00,0.21810000
23.10,0.21790000
23.20,0.21740000
23.30,0.21690000
23.50,0.21640000
23.60,0.21530000
23.80,0.21450000
24.10,0.21300000
24.30,0.21180000
24.50,0.21020000
24.80,0.20830000
25.20,0.20490000
25.30,0.20280000
25.50,0.20130000
25.70,0.19960000
25.90,0.19870000
26.30,0.19770000
26.50,0.19760000
26.70,0.19820000
27.10,0.20030000
27.40,0.20320000
27.50,0.20690000
27.80,0.21220000
27.90,0.21410000
28.20,0.22270000
28.30,0.22780000
28.50,0.23230000
28.70,0.24080000
29.00,0.24760000
29.20,0.25590000
29.40,0.26390000
29.60,0.27140000
30.00,0.28540000
30.10,0.29030000
30.40,0.30360000
30.50,0.31190000
30.60,0.31610000
30.70,0.32340000
31.00,0.33270000
