0.70,-0.0002792
1.00,-0.0003136
1.20,-0.0002993
1.50,-0.0002471
2.00,-0.0002017
2.10,-0.0002351
3.00,-0.0002419
3.60,-0.0002195
4.00,-0.0001942
4.20,-0.0001794
4.60,-0.0002050
5.20,-0.0002354
6.20,-0.0002914
6.80,-0.0002859
7.30,-0.0003134
7.80,-0.0002953
8.30,-0.0002490
8.60,-0.0003226
8.60,-0.0003226
9.30,-0.0002919
9.50,-0.0002102
9.60,-0.0002439
9.90,-0.0002622
10.80,-0.0002056
11.40,-0.0002107
12.20,-0.0001514
12.50,0.0000254
12.80,0.0001276
13.10,0.0001840
13.50,0.0006530
13.90,0.0008883
14.40,0.0011970
15.00,0.0023580
15.10,0.0029940
15.30,0.0035830
15.90,0.0047680
16.60,0.0058020
17.00,0.0064580
17.60,0.0078340
19.00,0.0105900
19.20,0.0113100
20.00,0.0126000
20.40,0.0131900
20.80,0.0144300
21.30,0.0150400
22.00,0.0159600
22.10,0.0164100
23.00,0.0169200
23.40,0.0171300
23.70,0.0173500
24.10,0.0174300
24.90,0.0172800
25.80,0.0169900
26.20,0.0168500
26.60,0.0167700
26.90,0.0166700
27.70,0.0169400
28.20,0.0175100
28.60,0.0179200
29.20,0.0190200
29.30,0.0195900
29.90,0.0207900
30.20,0.0213200
30.90,0.0224500
31.30,0.0230900
31.80,0.0244400
32.70,0.0254300
33.10,0.0257600
33.80,0.0261200
34.50,0.0260800
35.00,0.0252900
35.80,0.0235000
36.00,0.0227600
36.60,0.0212600
37.00,0.0205400
37.40,0.0189500
37.60,0.0182200
38.00,0.0176600
38.40,0.0172500
38.80,0.0169500
39.70,0.0173900
40.30,0.0190400
40.50,0.0200400
41.60,0.0223600
41.90,0.0238400
43.30,0.0293400
43.50,0.0303800
43.50,0.0303800
44.70,0.0322400
45.00,0.0323500
45.20,0.0322400
46.10,0.0314600
46.60,0.0307100
47.00,0.0282800
48.10,0.0241100
48.30,0.0224400
48.80,0.0209700
49.40,0.0195100
49.70,0.0182400
50.00,0.0165400
50.30,0.0161900
50.30,0.0161900
50.90,0.0165100
51.10,0.0171700
52.20,0.0192700
52.60,0.0212800
52.70,0.0237000
52.80,0.0261000
53.20,0.0280800
53.60,0.0298600
53.80,0.0316000
54.10,0.0331900
54.60,0.0347000
55.00,0.0361500
55.20,0.0373500
55.40,0.0383900
55.70,0.0392100
56.50,0.0398200
56.90,0.0395700
57.40,0.0389700
57.80,0.0380800
58.20,0.0354600
58.20,0.0354600
59.00,0.0324500
59.60,0.0285600
60.50,0.0243900
60.70,0.0222100
61.70,0.0188500
62.20,0.0180000
62.50,0.0179000
62.70,0.0183500
63.70,0.0208600
64.00,0.0259100
64.00,0.0259100
64.30,0.0283100
65.30,0.0331900
65.60,0.0358700
66.00,0.0385700
66.50,0.0411000
66.80,0.0433200
67.00,0.0466500
68.30,0.0483900
68.70,0.0482700
69.00,0.0476500
69.90,0.0450500
70.30,0.0431200
70.60,0.0388800
70.60,0.0388800
71.20,0.0352500
71.20,0.0352500
71.40,0.0333100
72.00,0.0297300
72.00,0.0297300
72.30,0.0279500
72.60,0.0245600
73.40,0.0205200
73.50,0.0201600
73.70,0.0200200
73.90,0.0199800
74.20,0.0203100
74.30,0.0209100
74.40,0.0218200
74.60,0.0227900
74.60,0.0227900
75.20,0.0254000
75.30,0.0272600
75.60,0.0292500
75.90,0.0314100
76.20,0.0338400
76.30,0.0364700
76.30,0.0389400
76.30,0.0410000
76.50,0.0439500
76.60,0.0451500
76.70,0.0462600
76.90,0.0484600
77.20,0.0495300
77.40,0.0507800
77.90,0.0539000
78.00,0.0555500
78.30,0.0583500
78.70,0.0603100
78.80,0.0611400
79.30,0.0625100
79.30,0.0625100
79.60,0.0632000
79.70,0.0633100
79.70,0.0633900
79.80,0.0634700
79.80,0.0634700
80.10,0.0634900
80.20,0.0634200
80.40,0.0632600
80.40,0.0629200
80.50,0.0626300
80.80,0.0620400
80.90,0.0616500
81.00,0.0605900
